Image,Prompt,Extended_Prompt,Steps,Seed,Path
image_13.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, queen of the sea,   fantasy, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth",2,567704787382014161,./drive/MyDrive/collection/image_13.png
image_14.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, background, highly detailed and intricate, painting by Gaston Bussiere, Craig Mullins, soft light, low angle camera, XF IQ",2,219631116756250686,./drive/MyDrive/collection/image_14.png
image_15.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
,ner,fullshot, medium shot, cinematic lighting, cinematic wallpaper by WLOP, Esao Andrews.  ultra realistic, 4",2,459622062102394534,./drive/MyDrive/collection/image_15.png
image_16.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, background: assam tea garden, highly detailed, 8K, artstation, professional photo,  sunset photo, instagram, photorealism",2,576195375905516374,./drive/MyDrive/collection/image_16.png
image_17.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, background: red and gold color by David Lynch, by Peter Paul Rubens, by Luis Ricardo Falero, illustration by Yoji Shinkawa",2,247876836600187998,./drive/MyDrive/collection/image_17.png
image_18.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, backround: red and white checkered dress, highly detailed, 8k, by Range Murata and Alphonse Mucha, trending on artstation",2,205042401286015446,./drive/MyDrive/collection/image_18.png
image_19.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
,  ultra detailed, 8k digital art, top cinematic rendered, 8k, clear background, sun, trending on artstation",2,262431954715524070,./drive/MyDrive/collection/image_19.png
image_20.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, backround: assam tea garden, clear face, long hair, digital art, artstation, concept art, smooth, sharp focus",2,653301214860895358,./drive/MyDrive/collection/image_20.png
image_21.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, background: red bikini, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art",2,886702500692459512,./drive/MyDrive/collection/image_21.png
image_22.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, nebula background, illustration, highly detailed, simple, smooth and clean vector curves, no jagged lines, vector art, smooth",2,544292830429699866,./drive/MyDrive/collection/image_22.png
image_23.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, red ribbon, veil, open v chest, soft light, hdri, smooth, sharp focus, illustration, fantasy, intricate",2,238519598058929325,./drive/MyDrive/collection/image_23.png
image_24.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, red background, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art",2,761290549581451128,./drive/MyDrive/collection/image_24.png
image_25.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, background oil painting by David Hsu, masterpiece, sharp focus, realistic eyes, artstation, magical, soft lights, hdri",2,45095105056992856,./drive/MyDrive/collection/image_25.png
image_26.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, background: assam tea garden kazarin, by wlop, ilya kuvshinov, artgerm, krenz cushart, greg rutkowski, hiroaki samura",2,961169653295128107,./drive/MyDrive/collection/image_26.png
image_27.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, forest background, highly detailed, digital painting, artstation, concept art, sharp focus, illustration, art by WLOP and greg",2,602418956108771504,./drive/MyDrive/collection/image_27.png
image_28.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, background: in the style of Heather The Birth of Lorias, oil painting with gold leaf by William William Blake",2,588838126444056004,./drive/MyDrive/collection/image_28.png
image_29.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
,kenta, background: battle scene, by WLOP, Ilya Repin, William Holman Hunt, Michelangelo, Da Vinci, and",2,481322668323996859,./drive/MyDrive/collection/image_29.png
image_30.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, background, photo by Annie Leibovitz. Leica Summilux-M 24 mm lens, ISO 100, f/8, Portra 400",2,268413281568502103,./drive/MyDrive/collection/image_30.png
image_31.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, in the style of manga-style art, hyper-realistic, 8k, very detailed, highly detailed, trending on",2,850011511361954352,./drive/MyDrive/collection/image_31.png
image_32.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, portrait, photorealistic, 3d render, uplight, octane render, high quality, 4K, cycles render, artstation,",2,86715003741537878,./drive/MyDrive/collection/image_32.png
image_33.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, in the style of Annie Leibovitz, Jean-Auguste Renoir, Jean-Baptiste Monge, Henryk Anmi, Pablo Picasso,",2,337681727956834011,./drive/MyDrive/collection/image_33.png
image_34.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
,  detailed, unreal engine 4k volumetric light, artstation, 8k, lightrays  cinematic, atmospheric, golden hour,",2,182382246706354309,./drive/MyDrive/collection/image_34.png
image_35.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, illustration by Yoji Shinkawa and Krenz Cushart, highly detailed, illustration, cover art, anime, trending on artstation, pixiv,",2,940813040077003549,./drive/MyDrive/collection/image_35.png
image_36.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, Fashion shoot  pose, real-life skin, wet, oiled, illustration, oil on canvas by Elena Zhurikhina and Goro",2,123749043879682420,./drive/MyDrive/collection/image_36.png
image_37.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, background: fighting space ship on mars, sunset sunset, portrait by David Mcgrath, by Leonardo da Vinci and Norman Rockwell",2,904567499967625836,./drive/MyDrive/collection/image_37.png
image_38.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, Fashion Photography,by WLOP, ArtStation, CGSociety, Volumetric Lighting, Unreal Engine 5, Cinema 4D  Hyper-realistic",2,856048117125839247,./drive/MyDrive/collection/image_38.png
image_39.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, red ribbon. by Stanley Artgerm Lau, WLOP, Rossdraws, James Jean, Andrei Riabovitchev, Marc Simonetti, Yoshitaka Amano,",2,731079485667497047,./drive/MyDrive/collection/image_39.png
image_40.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, woman, pinup, background is of ancient city, 8k hd,by rossdraws and frank franzzeta /r/colorful/",2,927139636619673826,./drive/MyDrive/collection/image_40.png
image_41.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, qwapist, realism, artstation, painterly style, golden ratio, moebius + loish, hd, long hair,",2,515565148022341976,./drive/MyDrive/collection/image_41.png
image_42.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, EPocity, requations, side profile, body painting, octane render, artstation, concept art, illustration",2,869143934375306025,./drive/MyDrive/collection/image_42.png
image_43.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, portrait, photorealistic, by Hajime Sorayama and Boris Vallejo, artstation, digital art, detailed, 4k, dark ambience,",2,563542601679125968,./drive/MyDrive/collection/image_43.png
image_44.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, JOrae, highly detailed illustration, trending on artstation, character design, by Frank Frazetta, WLOP, rossdraws,",2,205541171371670753,./drive/MyDrive/collection/image_44.png
image_45.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, background: red dress, highly detailed, :: digital painting, artstation, concept art, smooth, sharp focus, illustration,",2,479830253088838160,./drive/MyDrive/collection/image_45.png
image_46.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, background, illustration by Ralph McQuarrie and Marat Safin and Hajime Sorayama, top soft glow lighting, hdr, full body portrait",2,901019279043668889,./drive/MyDrive/collection/image_46.png
image_47.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, Mother of Life by Annie Leibovitz and Steve McCurry -5, illustration, highly detailed, simple, smooth and clean vector curves",2,970696228061717976,./drive/MyDrive/collection/image_47.png
image_48.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, background, photo by Annie Leibowitz and Annie Leibovitz, photo by Steve McCurry, David Lazar, CANON Eos C300, ƒ",2,634535071162782458,./drive/MyDrive/collection/image_48.png
image_49.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, Jolly Repin style, mucha style, coded-styled, manara style,   Gustave Dore style, wojtek",2,563473357075134275,./drive/MyDrive/collection/image_49.png
image_50.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
,   setting of the ocean, nebula planets in distance, cinematic lighting, cinematic, full body shot, intricate, elegant,",2,132712561811004241,./drive/MyDrive/collection/image_50.png
image_51.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, grabing, far shot, background of rich nature, photorealistic, f16, high detailed, wallpaper, volumetric light -",2,282327478615284045,./drive/MyDrive/collection/image_51.png
image_52.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
,full of details, tattoos, matte painting, artstation, dramatic lighting, dark sci-fi, concept art, smooth,",2,991589263997177418,./drive/MyDrive/collection/image_52.png
image_53.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, background: red circle, cinematic lighting, detailed, expressive, beautiful, 8k by WLOP, by Frank Franzzeta, cgsociety",2,888073021613955789,./drive/MyDrive/collection/image_53.png
image_54.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
,day, medium shot, ornate throne, red background, painting by wlop, by Peter Mohrbacher, artstation, deviantart, William",2,829603547663113764,./drive/MyDrive/collection/image_54.png
image_55.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, background : highly detailed, 8K, by artgerm, andrei riabovitchev, nuri iyem, james gurney, james jean, greg",2,20614937088334990,./drive/MyDrive/collection/image_55.png
image_56.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, sexy, ginger hair, floating in the air, style of caravaggio,  mucha, oil painting, dark background, ",2,255682216920065889,./drive/MyDrive/collection/image_56.png
image_57.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, sexy body, red ribbon in hand, highly detailed, full-length portrait, 8K, ultra realistic illustration, by",2,236906695862377848,./drive/MyDrive/collection/image_57.png
image_58.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
,model, real life size, hourglass slim figure, torn overalls, bikini, mood, real lighting, cinematic, unreal engine",2,541080921773849181,./drive/MyDrive/collection/image_58.png
image_59.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, background shot, artstation, 4k, 8k, correct body proportions, top lit, cinematic, illustration, photography,",2,250976901531405559,./drive/MyDrive/collection/image_59.png
image_60.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, red lips, in bikini,  artstation, octane render, cinematic, hyper realism, 8k, depth of field,",2,79846918504155563,./drive/MyDrive/collection/image_60.png
image_61.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, red lips, highly detailed, award winning photography, soft evening lighting, artstation,  fantasy character concept art by charlie bowater",2,844178466304906782,./drive/MyDrive/collection/image_61.png
image_62.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, background: battle scene, style of Beksinski, Botticelli, Botticelli, Möbius, Romanticism, hyper realistic, fractal, pastel illustration",2,438655571366440762,./drive/MyDrive/collection/image_62.png
image_63.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, pinup, style of Artgerm Huke  WLOP Jeremy Lipkin and Alphonse Mucha and Ayami Kojima Amano rossdraws, sharp focus, dreamy",2,268850023046857432,./drive/MyDrive/collection/image_63.png
image_64.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, queen of the universe, by Beksinski, Luis Royo, Arthur Rackham, Eugene de Blaas, Mark Brooks, Peter Kemp,",2,829535071480477589,./drive/MyDrive/collection/image_64.png
image_65.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, torn clothes, white room color, highly saturated colors,  fine drawing, subtle brushwork, by Ilya Repin  by Jean",2,791219108340530943,./drive/MyDrive/collection/image_65.png
image_66.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, pinup, in the style of sandro botticelli, caravaggio, albrecth durer, 8k, highly detailed, , hyper realistic",2,252893772993862908,./drive/MyDrive/collection/image_66.png
image_67.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, background, highly detailed and intricate, elaborate, hypermaximalist, ornate, illustration, by Edgar Maxence, Ilya Kuvshinov, Krenz Cushart",2,812937519918098315,./drive/MyDrive/collection/image_67.png
image_68.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, illustration, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and",2,795299042475064517,./drive/MyDrive/collection/image_68.png
image_69.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, Aesthetic, hyper realistic, artstation, illustration, digital paint, matte paint, vivid colors, detailed and intricate environment, by",2,434486446486054783,./drive/MyDrive/collection/image_69.png
image_70.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
,fullshot, fantasy character portrait, highly detailed, by Rossdraws, Mucha, Ilya Repin, WLOP, ArtStation, CGSociety,",2,129920179209399842,./drive/MyDrive/collection/image_70.png
image_71.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, highly detailed, medium shot, manga book, artgerm, ilya kuvshinov, artstation, intricate, 8k highly professionally detailed,",2,552035070131013330,./drive/MyDrive/collection/image_71.png
image_72.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, far shot, jungle background, highly detailed, digital painting, artstation, concept art, sharp focus, illustration, art by",2,668874142150588294,./drive/MyDrive/collection/image_72.png
image_73.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
,fullshot, in the style of ilya kuvshinov and artgerm, high definition digital art, painterly, cinematic, artstation, deviantart",2,136012406973972856,./drive/MyDrive/collection/image_73.png
image_74.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, background of outer space, stars, stars, dmt, hyper detailed, close-up, anime trending on artstation, artstationHD",2,857762965344924993,./drive/MyDrive/collection/image_74.png
image_75.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, ESPNATAFX, red and white paint, dark aesthetic, closeup shot, big red color tattoo tattoo",2,525554873132111310,./drive/MyDrive/collection/image_75.png
image_76.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, background full body portrait by Hajime Sorayama, artgem, Eddie Mendoza, Peter Mohrbacher, Alphonse Mucha, Yoji Shinkawa Greg Rutkowski,",2,861516830061325481,./drive/MyDrive/collection/image_76.png
image_77.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
,   highly detailed, manga painting, art by Takehiko Inoue.  intricate, elegant, J. C. Leyendecker. Leyendecker",2,719830854525244090,./drive/MyDrive/collection/image_77.png
image_78.png,"sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
","sexy woman ,  flowing blonde hair, white dress, red lipstick , serious expression, lingerie, full body,sexy panties
, Eros blouse,   fantasy, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, soft",2,868696079016242483,./drive/MyDrive/collection/image_78.png
