Image,Prompt,Extended_Prompt,Steps,Seed,Path
image_21.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
,  artstation, concept art, , matte, sharp focus, illustration,",2,529011490879178172,collection/image_21.png
image_22.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
,   artstation,  concept art,  magic the gathering , ruan jia",2,645990465120815484,collection/image_22.png
image_23.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
, mucha, da vinci painting, artstation, concept art, smooth, sharp focus",2,863400749346854107,collection/image_23.png
image_24.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
, acrylic painting, artstation, concept art, art by artgerm and greg rutkowski and",2,272939748860687829,collection/image_24.png
image_25.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
, mucha, beksinski, liepke, ruan jia, jeffrey catherine jones, ridley scott",2,395396514868757941,collection/image_25.png
image_26.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
,  artstation,  illustration by Kim Jung Gi, Rossdraws, magic the gathering",2,148395191336333111,collection/image_26.png
image_27.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
,  artstation, oil painting, concept art, watercolour, sharp focus, art",2,365304406659885480,collection/image_27.png
image_28.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
,  artstation,  by Artgerm and greg rutkowski and peter mohrbacher and wadim kashin",2,482136118082415186,collection/image_28.png
image_29.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
,  artstation,   light effect, mucha,  concept art, human face",2,63456320914122638,collection/image_29.png
image_30.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
,  oil painting, artstation, concept art, matte, sharp focus, illustration",2,345801585166577583,collection/image_30.png
image_31.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
, mucha,   artstation,by alphonse mucha, Ilya Kuvshinov and WLOP, ",2,586262432877594040,collection/image_31.png
image_32.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
, mucha, artstation,  concept art,  wallpaper, concept art, smooth",2,345534534998259848,collection/image_32.png
image_33.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
,  artstation,  illustration by Artgerm and Greg Rutkowski and Alphonse Mucha, art",2,660383995440973757,collection/image_33.png
image_34.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
,  digital painting, artstation, concept art, smooth, sharp focus, illustration",2,909752905038583139,collection/image_34.png
image_35.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
,  artstation,  concept art,  illustration, ,  by Tony",2,31800726315826322,collection/image_35.png
image_36.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
,  artstation,  illustration, art by Donato Giancola and James Gurney  and",2,359396358860368552,collection/image_36.png
image_37.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
, mucha, aubrey beardsley, da vinci, caspar david friedrich, artstation, in",2,803523470994455250,collection/image_37.png
image_38.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
, mucha, beksinski,  ruan jia,  lois van baarle, cyberpunk,",2,260469665198237098,collection/image_38.png
image_39.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
, mucha, orientalism, artstation, concept art,  sharp focus, illustration,",2,550175850251363230,collection/image_39.png
image_40.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
,  artstation,  illustration by artgerm, magali villeneuve and Donato Giancola  Frank",2,718470283629679484,collection/image_40.png
image_41.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
,  artstation,  illustration by Ruan Jia and Mandy Jurgens and Artgerm and William",2,912197552203850392,collection/image_41.png
image_42.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
, traditional painting, artstation, concept art, matte, sharp focus, illustration,",2,120340259159614323,collection/image_42.png
image_43.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
, mucha, artstation,  painting by alphonse mucha, greg rutkowski, by john",2,563529011639792551,collection/image_43.png
image_44.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
,  artstation,  illustration by Range Murata  by Alphonse Mucha  Greg Rutkowski",2,412611973926034943,collection/image_44.png
image_45.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
,   artstation,  illustration, art by Artgerm, Greg Rutkowski and Alphonse Mucha",2,358288917474494829,collection/image_45.png
image_46.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
, el anatsui, aubrey beardsley, botticelli, mucha, aubrey beardsley, kay sage",2,581865403931182762,collection/image_46.png
image_47.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
,  artstation,  illustration by Tony Sart and artgerm and greg rutkowski and alphonse",2,557700651175335389,collection/image_47.png
image_48.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
, mucha, giotto, Jean-Grey Kelly,  digital painting, artstation",2,120661172741655826,collection/image_48.png
image_49.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
, mucha, • ilya kuvshinov  • and study digital",2,970445340181146155,collection/image_49.png
image_50.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
,  artstation, concept art, matte, sharp focus, illustration, art by",2,960284623745047859,collection/image_50.png
image_51.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
, mucha, liepke, edward hopper. trending on artstation, digital art, impasto",2,159243010734419997,collection/image_51.png
image_52.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
, artstation,  wallpaper, concept art, smooth, sharp focus, illustration,",2,280376964247401952,collection/image_52.png
image_53.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
, grapple, artstation, concept art, painterly, sharp focus, illustration,",2,779721154161329606,collection/image_53.png
image_54.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
, artstation,  concept art, smooth, sharp focus, illustration, art by",2,332633250204554747,collection/image_54.png
image_55.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
,  artstation, concept art, matte, sharp focus, illustration, art by",2,65225423962268208,collection/image_55.png
image_56.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
, mucha,  artstation, illustration, art by Artgerm and Greg Rutkowski and Alphonse",2,729409174416990209,collection/image_56.png
image_57.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
,  acrylic painting, artstation, concept art, matte, sharp focus, illustration",2,383985913621021303,collection/image_57.png
image_58.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
,  artstation, painting by greg rutkowski and larry elmore, cinematic, hyper detailed",2,322587755038612512,collection/image_58.png
image_59.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
, hr giger, raphael lacoste, ruan jia, jeffrey catherine jones, ridley scott",2,859770063988802651,collection/image_59.png
image_60.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
, donato giancola, jeff easley, larry elmore, luis royo, pino daeni,",2,138385170634121366,collection/image_60.png
image_61.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
,  artstation, concept art,  visionary art,  magic symbols, ",2,34760730327780504,collection/image_61.png
image_62.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
,  artstation,  in the style of Artgerm and greg rutkowski and alphonse mucha",2,692442144518983895,collection/image_62.png
image_63.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
, mucha,renis, artstation, concept art,  magic the gathering,",2,536541628588714827,collection/image_63.png
image_64.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
,  artstation,, concept art, smooth, sharp focus, illustration, art",2,701546501116439258,collection/image_64.png
image_65.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
, oil painting, artstation, concept art, matte, sharp focus, illustration,",2,769079208558878398,collection/image_65.png
image_66.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
, artstation,  concept art, golden ratio, sharp focus, illustration, art",2,866806164918194443,collection/image_66.png
image_67.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
, mucha, raphael lacoste, ruan jia, mandy jurgens, stanley lau. ",2,503082630407540770,collection/image_67.png
image_68.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
,  artstation, concept art, matte, sharp focus, illustration, hearthstone,",2,863073693270670236,collection/image_68.png
image_69.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
, mucha, chuck close, artbook, concept art, smooth, sharp focus,",2,562044201731947653,collection/image_69.png
image_70.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
, mucha, stanley artgerm lau, greg rutkowski, thomas kinkade, alphonse mucha,",2,238559012605954835,collection/image_70.png
image_71.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
,  artstation,  illustration, art by greg rutkowski and orientalism and bouguereau and",2,335877800260697669,collection/image_71.png
image_72.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
,  artstation,  concept art,   addiction, chains,  smooth,",2,425249476155780596,collection/image_72.png
image_73.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
, mucha, orientalism, bouguereau, trending in artstation, dungeons and dragons, ",2,693379551380919091,collection/image_73.png
image_74.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
, mucha, wlop, oil painting, artstation, concept art, smooth, sharp",2,664646568044568790,collection/image_74.png
image_75.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
,  artstation,  illustration, art by Artgerm and Greg Rutkowski and Alphonse Mucha",2,51313335609031239,collection/image_75.png
image_76.png,"sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
","sexy woman ,  flowing blonde hair., white dress with a red floral pattern, has red lipstick , serious expression,  fantasy, intricate, elegant, highly detailed 
, mucha,  artgerm, WLOP, peter mordenbacher, beksinski  greg rutkowski",2,254230660057544684,collection/image_76.png
